Kommentarer (0-5),Kvinne,Musescore,Melodi,Komponist,Levde når,Lyrikk,Unnamed: 7,Når komponert,Unnamed: 9,Unnamed: 10,Diverse kommentarer,Egne noter,Forlag,Platenr.,Unnamed: 15
5,,x,Stubber,"Hoff, Erik",1830 - 1894,,,1885,Nordisk Musiktidende - 1885,,,,Nodisk Musiktidende,,
3,,x,Lied (Astrid mi Astrid),"Hofmann, Heinrich",1842 - 1902,,,1875,,,,Internet,,,
4,,x,Norsk dansevise,"Hofmann, Heinrich",1842 - 1902,,,1875,"Postillionen, No 3 - 1886",,,,,,
,K,x,Scherzo,"Holmberg, Betzy",1860 - 1900,,,1886,,,IMSLP,Ikke egne noter.,Leipzig,,
4,,x,Daggry,"Holmboe, (Anton) Christian (Schweigaard)",1871 - 1947,,,1918,,,Aftenposten 22 mai 1947,,,,
,,,En Lykkedrøm,"Holmboe, (Anton) Christian (Schweigaard)",1871 - 1947,,,1920,,,,,Oluf By's Musikforlag,1643,
4,,x,Guldfugl,"Holmboe, (Anton) Christian (Schweigaard)",1871 - 1947,,,1914,,,,,Oluf By's Musikforlag,1393,
,,x,La Brunette,"Holmboe, (Anton) Christian (Schweigaard)",1871 - 1947,,,1926,,,,,Musikcentralens Forlag,119,
4,,x,Nu er det tyst,"Holmboe, (Anton) Christian (Schweigaard)",1871 - 1947,,,1910,,,I anledning Bjørnsons død 1910,,Haakon Zapffe,972,
5,,x,Petit Caprice,"Holmboe, (Anton) Christian (Schweigaard)",1871 - 1947,,,1909,,,,,Haakon Zapffe,885,
,,x,Solstreif,"Holmboe, (Anton) Christian (Schweigaard)",1871 - 1947,,,1908,,,,,Haakon Zapffe,871,
5,K,x,Tre pianostykker,"Holmboe, Hallfrid",1864 - 1936,,,1901,,,,NB,Oluf By,2-4 (?),
2,K,x,Barcarole,"Holmsen, Borghild",1865 - 1938,,,1889,Op. 1. No 1,,,,Carl Warmuth,1466,
4,K,x,Cappriccio,"Holmsen, Borghild",1865 - 1938,,,1898,,,,,Carl Warmuth,2294,
3,K,,Dans på Engen,"Holmsen, Borghild",1865 - 1938,,,1917,«Octavia Kvint»,,Skalaetude,,Oluf By,1501,
3,K,x,De voksnes vals,"Holmsen, Borghild",1865 - 1938,,,1917,«Octavia Kvint»,,,,Oluf By,1505,
3,K,x,Festindtog paa Akershus,"Holmsen, Borghild",1865 - 1938,,,1905,Op. 11,,,Ikke egne noter.,,,
1,K,x,Scherzo,"Holmsen, Borghild",1865 - 1938,,,1889,Op. 1. No 2,,Mimiograferet,,G. Henning Thoreson,,
,,x,Jeg sitter ved dit leie,"Holmsen, Einar",,"Skancke, Roald",1876 - 1932,1911,,,,,,,
3,,x,Kantate,"Holmsen, Einar",,Wilhelm Pettersen,1860 - 1932,1914,,,,,,,
5,,x,Skumringsmusik,"Holst, Elling",1849 - 1915,,,1892,Op. 9,,,,Haakon Zapffe,392,
5,,,Ved Rundarne,"Holst, Elling",1849 - 1915,"Vinje, Aasmund Olavsson",1818 - 1870,,,,,,,,
3,,,Forladt,"Holter, Iver",1837 - 1931,,,1886,Op. 8 No 2,,,,Carl Warmuth,1000,
5,K,x,Vaarstemning,"Holtsmark, Laura",1873 - 1934,,,1893,,,,Nasjonalbiblioteket,Brødrene Hals,674,
,K,,Vals,"Holtsmark, Laura",1873 - 1934,,,1893,,,,,Brødrene Hals,675,
5,,x,Agnes' vuggevise,"Horda-Hauge, Johan Kristian",1835 - 1906,,,1897,,,,,Haakon Zapffe,,
3,,x,Andante Arioso,"Horda-Hauge, Johan Kristian",1835 - 1906,,,,Published 1911,,,,Haakon Zapffe,1045,
2,,x,Elegie,"Horda-Hauge, Johan Kristian",1835 - 1906,,,,Published 1911,,,,Haakon Zapffe,,
5,K,x,Tre gamle Dandse,"Huseby, Elise",1832 - 1902,,,1894,,,,,Carl Warmuth,1965,
4,,x,Tilegnelse,"Huseby, Sigmund",1858 - 1900,"Randers, Kristoffer",1851 - 1917,1889,,,,,Carl Warmuth,1488,
1,K,,Miniature,"Hvistendahl, Hildur",1874 - 1968,,,,,,Utgitt også 1888 på eget forlag,,Carl Warmuth,1446 & 2300,
2,,x,Nansen-Marsch,"Höeg, Christian",1865 - 1930?,,,1889,Opus 4,,,,Carl Warmuth,1418,
3,,x,Promenade-polka,"Höeg, Christian",1865 - 1930?,,,1888,Opus 3,,,,Eget forlag,,
5,,x,Sommerfugle,"Höeg, Christian",1865 - 1930?,,,1888,Opus 1 (Filoin & piano i 1898),,,,Carl Warmuth,1480,
3,,x,Sværmeri,"Höeg, Christian",1865 - 1930?,,,1890,Opus 6,,,,Carl Warmuth,1517,
3,,x,Tusmörke,"Höeg, Christian",1865 - 1930?,,,1889,Opus 5,,,,Norsk Musikforlag,4451,
4,,x,The Hero of the North,"Höwig, Gustav",1856 - 1919,,,1898,,,,,London,,
3,K,x,Estella-polonaise,"Irgens, Sofie",1853 - 1944,,,1908,Composed 1903?,,,,Carl Warmuth,2848,
,K,,Fred,"Irgens, Sofie",1853 - 1944,Kristofer Janson,,1905,Ufullstendig note!,,,,,,
5,K,x,Gavotte,"Irgens, Sofie",1853 - 1944,,,1908,,,IMSLP,,Oluf By,378,
2,K,x,Velociped-Galop,"Irgens, Sofie",1853 - 1944,,,1880,,,,,Carl Warmuth,570,
3,K,x,Victoria-gallop,"Irgens, Sofie",1853 - 1944,,,1882,,,,,Petter Håkonsen,65,
,,,Maaneflimren,"Iversen, Kristian",,"Lange, Thor",,1913,,,,,Norsk Musikforlag,4451,
5,,,Minde,"Iversen, Kristian",,Vilhelm Krag,1871 - 1933,1913,,,,,Norsk Musikforlag,4451,
,,,Morgen i November,"Iversen, Kristian",,Andreas Jynge,,1913,,,,,,,
4,,x,Feuille d'album,"Jebe, Halfdan",1868 - 1937,,,189x,,,,,,,
,,,Prélude,"Jebe, Halfdan",1868 - 1937,,,189?,,,,,,,
4,,x,Jubilæumsmarsch,"Jensen, Hjalmar (Gustav)",1857 - 1938,,,1919,,,Drammen Jernstøberis musikkorps,,,,
5,,,Dokka,"Jessen, Emil",1853 - 1934,"Garborg, Arne",1851 - 1924,1898,Performed 1897,,Fra Haugtussa,,Norsk Musikforlag,2334,
4,,x,Elsk,"Jessen, Emil",1853 - 1934,"Garborg, Arne",1851 - 1924,1898,Performed 1897,,Fra Haugtussa,,Norsk Musikforlag,2335,
4,,x,Albumblad,"Josephson, Jacob Axel",1818 - 1880,,,1878,Nordisk Musiktidende 1884,,,,Nordisk Musiktidende,,
4,,x,Hilsen til Grønlandsexpeditionen,"Johannessen, Harald",,,,1888,Opus 1,,NB,,Brødrene Hals,380,
,,,Calme du Soir,"Juel-Frederiksen, Emil",1873 - 1950,,,1911,Opus 75,,IMSLP,,,,
3,,x,Dejlig er jorden,"Juel-Frederiksen, Emil",1873 - 1950,"Ingemann, Bernhard Severin",1789 - 1862,1917?,,,,,,,
,,,Det ved jeg lille Mo'r,"Juel-Frederiksen, Emil",1873 - 1950,,,,Op. 37,,,,Aug. Halck,56,
3,,x,Glade Jul,"Juel-Frederiksen, Emil",1873 - 1950,,,ca 1915,,,,,Skandinavisk og Borups Musikforlag,293,
,,,Langt fra hjemmet - Fern der Heimat,"Juel-Frederiksen, Emil",1873 - 1950,,,1913,,,,,Skandnavisk Musikforlag,,
2,,x,Piazza del Popolo,"Juel-Frederiksen, Emil",1873 - 1950,,,1910,Opus 63,,,,"Anton J. Benjamin, Hamburg",3100,
4,,x,My little black sweetheart,"Juel-Frederiksen, Emil",1873 - 1950,,,<1910,,,,,C. R.,121,
5,,x,Sæterbilleder,"Juel-Frederiksen, Emil",1873 - 1950,,,1925,,,,,"Musikcentralen, Oslo",107,
,,,Caprice a la Ronde,"Kiesler, Ed.",1840 -1929,,,,,,,,,,
5,,,Das Schifflein Barcarole,"Kiesler, Ed.",1840 -1929,,,,,,,,,,
,,x,Romance ,"Killengreen, Christian",1866 - 1933,,,1889,,,,,Carl Warmuth,1419,
,,,À toi,"Killengreen, Jens Holmboe",1873 - 1933,,,1912,,,,,Oluf By,112,
,,x,Skoven hun grönnes hvert eneste år,"Killengreen, Jens Holmboe",1873 - 1933,Jenny Blicher-Clausen,1865 - 1907,1904,,,,,,,
4,,x,Bergen Befæstningers marsch,"Kjelland Jakobsen, Johan",1873 - 1947,,,1905,,,PDF,,Einar Kaland,56,
,,x,Solskins-vise,"Kjerulf, Halfdan",1815 - 1868,"Bjørnson, Bjørnstjerne",1832 - 1910,1859,,,,,,,
4,,x,Vuggesang,"Kjerulf, Halfdan",1815 - 1868,,,1853-54,Warmuth No 1000,,,,,,
,,x,Aftenbøn,"Kjæregaard, Jens",1858 - 1934,Erik Frederik Barth Horn,1829 - 1899,1908,,,,,,,
3,,x,Høst,"Kjæregaard, Jens",1858 - 1934,"Kjölstad, Lars",1861 - 1932,1911,,,PDF,,Haakon Zapffe,1028,
4,,x,Lillegut,"Kjæregaard, Jens",1858 - 1934,?,,1911,,,,,Haakon Zapffe,1027,
,,x,Polka de Salon,"Klewe, Andreas",1832 - 1903,,,1880,,,,,Røsholm,65,
4,K,x,Tre Klaverstykker,"Kling, Therese",1881 - 1958,,,1907,,,,Nasjonalbiblioteket,Brødrene Hals,1205,
4,,,Venus,"Knaus, Knut",1900 - 1989,,,1947,,,,,,,
,,x,Forglemmigei,"Knutsen, Kristian",1886 - 1952,,,1912,,,,,Haakon Zapffe,1193,
4,,x,Rundt fontænen,"Knutsen, Kristian",1886 - 1952,,,1906,,,PDF,,Haakon Zapffe,806,
,,x,Til Aase!,"Knutsen, Kristian",1886 - 1952,,,1922,,,,,Haakon Zapffe,1201,
4,,x,Ung glæde,"Knutsen, Kristian",1886 - 1952,,,1910,Op. 5,,,,Haakon Zapffe,986,
,,x,Ærtekroken,"Knutsen, Kristian",1886 - 1952,,,1922,,,,,,,
,,,Den første Kjærlighed,"Kopperud, C. O.",,,,,,,,,,,
4,K,x,4 Dandse,"Kraby, Olga",1870 - 1950,,,1892,,,,,,,
4,,x,Cotton Pickers,"Kunkel, Charles (Le Roy Hartt)",1840 - 1923,,,1903,,,,Fra nettet,,,
4,,x,Margarete,"Kunkel, Charles (Carl Sidus)",1840 - 1923,,,1889,Nordisk Musiktidende,,,,,,
5,,x,Moon Moths,"Küssner, Albert",1861 - 1930,,,1897,,,,Fra nettet,,,
3,,x,Nansen-Marsch,"Köbisch, Alexander",1852 - 1921,,,1897,,,,Fra NB,"Teich, Leipzig",6089,
2,K,x,Jule-Rheinländer,"Larssen-Kraby, Olga",1870 - 1950,,,1900,,,,Fra nettet,Eget forlag,,
4,K,x,Paa isen,"Larssen-Kraby, Olga",1870 - 1950,,,1904,,,,Nasjonalbiblioteket,Carl Warmuth,2684,
3,,x,Markis og Markise,"Kristoffersen, Fridthjof",1894 - 1962,,,1915,,,,,Norsk Musikforlag,4603,
5,,x,Sur l'Onde,"Labadie, Hippolyte",,,,1893,Opus 25,,,,Carl Warmuth,2734,
,,,For de saarede,"Lammers, Thorvald",1849 - 1922,"Bjørnson, Bjørnstjerne",1832- 1910,,,,,,,,
,,,Tag disse Perler,"Lammers, Thorvald",1849 - 1922,"Bjørnson, Bjørnstjerne",1832- 1910,,,,,,,,
5,K,x,Ved løvfald,"Landaasen, Agnes",1869 - 1930,"Landaasen, Agnes",1869 - 1930,1920s,,,,,,,
4,,x,Eldgaffleln,"Landén, Einar",1896 - 1931?,,,1920,Einar Landén : Pianist Luleå?,,,,,,
,,,Nordisches Lied,"Lange, Gustav",1830 - 1889,,,,,,,,Norsk Musikforlag,2829,
3,,x,Berceuse,"Lange, Gustav Fredrik",1861 - 1939,,,1902,Op. 7 No 1,,,,Haakon Zapffe,314,
2,,x,Kanske vil der gå både vinter og vår,"Lange, Gustav Fredrik",1861 - 1939,"Ibsen, Henrik",1828 - 1906,1890,Norsk Musiktidende no 1,,,,Carl Warmuth,,
3,,x,Menuet,"Lange, Gustav Fredrik",1861 - 1939,,,1885,Op. 3 No 3. (Warmuth 1000),,,,Carl Warmuth,1089,
3,,x,Serenade,"Lange, Gustav Fredrik",1861 - 1939,,,1902,Op. 8 No 1.,,,,,,
5,,x,Midsommervise,"Lange-Müller, Peter E.",1850 - 1926,,,1886,,,,,Oluf By,,
3,,x,"Skin ud, Du klare Solskin","Lange-Müller, Peter E.",1850 - 1926,,,1881,Op. 18 no 4,,,,Oluf By,,
3,,x,Solen springer ud som en Rose,"Lange-Müller, Peter E.",1850 - 1926,,,1898,Op. 57 no 3,,,,Oluf By,,
5,K,x,"Home, sweet Home","Larbalestier, Isabella Sterling",1827 - 1888,,,1855,Published in Norway by Harloff 1865.,,,,Harloff,,
4,K,x,Lillemors Vuggevise,"Larsen, Gunvor",1890 - 1957,,,1916,Komposisjoner,,,,Oluf By,1432,
3,K,,Til Far,"Larsen, Herborg",,J. Dick-Waaler,1857 - 1921,1916,"Poem from ""Fra fattig og rig"" 1907(?)",,,,Norsk Musikforlag,2952,
,,x,Gavotte,"Larsen, Nils",1888 - 1937,,,1910,Opus 3 No. 1,,,,Norsk Musikforlag,2943,
4,,x,Opus 6,"Larsen, Nils",1888 - 1937,,,1912,Opus 6 No . 1 & 2,,,,Norsk Musikforlag,4379 a & b,
4,,x,Pastorale,"Larsen, Nils",1888 - 1937,,,1910,Opus 3 No. 2,,,,Norsk Musikforlag,2943,
2,,x,Scherzo,"Larsen, Nils",1888 - 1937,,,1910,Opus 3 No. 3,,,,,,
,K,x,Saa danser jeg dig imöte,"Larssen, Barbara",1853 - 1926,,,,,,,,,,
3,K,x,Vaar,"Larssen, Barbara",1853 - 1926,Christian Larssen,1849 - 1901,,,,,,,,
3,K,x,Vuggevise,"Larssen, Barbara",1853 - 1926,Christian Larssen,1849 - 1901,,,,,,,,
5,K,x,"Vuggesang og ""Legende börn""","Lassen-Drewsen, Gudrun",1881 - 1910,,,1908,,,,,,,
,,,Afsked,Lasson Bredo,1838 - 1888,Peder Ludvig Möller,1814 - 1865,1874,,,,,,,
,,,Aftenens Hvisken,Lasson Bredo,1838 - 1888,Johan Sebastian Welhaven,1807 - 1873,1874,,,,,,,
,,,Den hvide röde rose,Lasson Bredo,1838 - 1888,Bjørnstjerne Bjørnson,1832- 1910,1874,,,,,Carl Warmuth,312,
5,,x,Serenade,Lasson Bredo,1838 - 1888,,,1885,,,,,,,
,,,Som stjernan uppå himmelen,Lasson Bredo,1838 - 1888,,,1885,Nordisk Musiktidende,,,,Carl Warmuth,,
2,,x,Conversations Polka,"Lasson, Nils",1836 - 1876,,,1886,,,,,Carl Warmuth,1188,
3,,x,Conversations Polka - 4 hands,"Lasson, Nils",1836 - 1876,,,1887,,,,,Carl Warmuth,1223,
3,,x,Reveille,"Lasson, Nils",1836 - 1876,,,1888,Nordisk Musiktidende,,,,,,
2,,x,Skarpskytter-marsch,"Lasson, Nils",1836 - 1876,,,1868,German version published 1878,,,,,,
3,,x,Så ensam uti natten,"Lasson, Nils",1836 - 1876,Kong Carl XV (IV),1826 - 1872,,Nordisk Musiktidende - 1887,,,,Carl Warmuth,,
3,,x,2den vals,"Lasson, Per",1859 - 1883,,,,Published 1888,,,,Carl Warmuth,1372,
1,,x,Albumblatt  1,"Lasson, Per",1859 - 1883,,,,Published 1888,,,,Carl Warmuth,1372,
4,,x,Albumblatt  2,"Lasson, Per",1859 - 1883,,,,Published 1888,,,,Carl Warmuth,1372,
4,,x,Crescendo!,"Lasson, Per",1859 - 1883,,,1883,Published 1885,,,,Carl Warmuth,1000,
3,,x,Dürre Blätter,"Lasson, Per",1859 - 1883,,,,Published 1888,,,,,,
0,,x,Fest-Marsch,"Lasson, Per",1859 - 1883,,,1882,,,,,,,
4,,x,Godnat,"Lasson, Per",1859 - 1883,"Wergeland, Henrik",1808 - 1845,1883,Nordisk Musiktidende,,,,,,
4,,x,La reine du Bal,"Lasson, Per",1859 - 1883,,,1877,Published 1888,,,,,,
4,,x,Un Demande,"Lasson, Per",1859 - 1883,,,ca 1882,,,,,,,
2,,x,Ungt Blod,"Lasson, Per",1859 - 1883,,,1881,,,,,,,
3,,x,Süsse Heimat,"Lege, Wilhelm",1841 - 1894,,,1867,Published in Norway in 1902,,,,Haakon Zapffe,525,
,K,x,Norges Natur,"Lehmann, Frederikke Barth",1819 - 1903,"Wergeland, Henrik",1808 - 1845,<1865,,,,,Einar Kaland,4,
5,K,x,Vejviserens Sang,"Lehmann, Frederikke Barth",1819 - 1903,"Welhaven, Johan Sebastian ",1807 - 1873,1855,,,,,,,
4,,x,De første sommerfugl,"Lehmann, Theodor",1847 - 1927,"Wergeland, Henrik",1808 - 1845,1883,Nordisk Musiktidende 1883,,,,Carl Warmuth,,
4,,x,Du gutten min,"Lepsøe, Albert",1864 - 1916,Hulda Garborg,1862 - 1934,1899,,,Tekstforfatter ikke angitt.,,Einar Kaland,41,
3,,x,Blomsten lukker nu sit Øie,"Lepsøe, Christoffer",1859 - 1914,"Lepsøe, Christoffer",1859 - 1914,1903,,,,,Einar Kaland / Norsk Musikforlag,26 / 2901,
3,,x,Eg elskar dei voggande tonar,"Lepsøe, Christoffer",1859 - 1914,Petra Kvisli (Hilde),1874 - 1947,,,,,,,,
3,,x,Sidste Kvelden,"Lepsøe, Christoffer",1859 - 1914,Ivar Aasen,1813 - 1896,1910,,,,,Norsk Musikforlag,2912,
4,,,Vaaren,"Lepsøe, Christoffer",1859 - 1914,Dr. Kreyenbühl,,1909,,,,Nasjonalbiblioteket,,,
3,,,Erinnerung an Norwegen,"Lepsøe, Gunerus",1857 - 1892,,,1891,,,,,,,
4,,x,Festmarsch,"Lepsøe, Gunerus",1857 - 1892,,,1891,,,,,Norsk Musikforlag,2962,
1,,x,Længsel,"Lepsøe, Gunerus",1857 - 1892,"Lepsøe, Gunerus",1857 - 1892,1889,,,,,Carl Warmuth,2369,
4,K,,Fir-tur,"Lian, Valborg",,,,1912,,,,,Oluf By,1316,
3,,x,Nelke - Nellikken,"Lichner, Heinrich",1829 - 1898,,,1873,Arr. Elise Wiel 1908,,,,Carl Warmuth/Norsk Musikforlag,2830,
4,,x,"Den store, hvide Flok","Lie, Sigurd",1871 - 1904,,,1904,Pseudonym: Finn Bolt,,,,Carl Warmuth,2653,
4,,x,Fyrste fuglen,"Lie, Sigurd",1871 - 1904,Anders Hovden,1860 - 1943,1899,,,,,,,
3,,,Jubilate,"Lie, Sigurd",1871 - 1904,Theodor Caspari,1853 - 1948,,,,,,,,
4,,**,Moderens Vuggesang,"Lie, Sigurd",1871 - 1904,Vilhelm Krag,1871 - 1933,1897,,,(4 eksemplar +),,Carl Warmuth,2438,
3,,x,Sne,"Lie, Sigurd",1871 - 1904,Helge Rode,1870 - 1937,1899,,,,,,,
2,,,Sol-laug,"Lie, Sigurd",1871 - 1904,Idar Handagard,1874 - 1959,1904,,,,,Norsk Musikforlag,2641,
2,,x,Sommermorgen,"Lie, Sigurd",1871 - 1904,Idar Handagard,1874 - 1959,1903,,,,,,,
3,,x,Vuggevise - Wiegenlied,"Lie, Sigurd",1871 - 1904,,,1893,"No 1. from ""Fire Pianostykker""",,,,Brødrene Hals,611,
5,,x,Ballade,"Liebich, Emmanuel",1823 - 1901,,,1866,,,,,,,
,,,The Brighton Quadrilles,"Liebich, Emmanuel",1823 - 1901,,,,,,,Internet,,,
2,,x,The Music Box,"Liebich, Emmanuel",1823 - 1901,,,1865,Opus 19.,,,,,,
5,K,x,Andante funèbre,"Liebich, Inga Lærum",1864 - 1936,,,1907,In memory of Grieg,,,NB,Oluf By,330,
,K,x,Am leuchtende Sommermorgen,"Liebich, Inga Lærum",1864 - 1936,Heinrich Heine,1797 - 1856,1889,,,,,Oluf By,809,
,K,x,Ave Maria,"Liebich, Inga Lærum",1864 - 1936,,,1909,Op 39,,,,Norsk musikkforlag,4492,
5,K,x,Chat Noir,"Liebich, Inga Lærum",1864 - 1936,,,1914,Two-step,,,,,,
,K,x,Evighetstanker,"Liebich, Inga Lærum",1864 - 1936,Maria Knudtzon,,1928,,,,,Norsk musikkforlag,4542,
,K,x,Les Jardins de Atahualpa,"Liebich, Inga Lærum",1864 - 1936,Leopoldo de Diaz,1862 - 1947,1915,,,,,,,
,K,x,Lyse nætter,"Liebich, Inga Lærum",1864 - 1936,Holger Drachmann,1846 - 1908,1896,Op. 12,,,,,,
,K,x,Mignonette-vals,"Liebich, Inga Lærum",1864 - 1936,,,1887,,,,,,,
,K,x,Min Sommerfugl,"Liebich, Inga Lærum",1864 - 1936,,,1892,,,,,,,
,K,,Morgen,"Liebich, Inga Lærum",1864 - 1936,Vilhelm Krag,1871 - 1933,1894,,,,,,,
4,K,x,Nansen-Marsch,"Liebich, Inga Lærum",1864 - 1936,,,1896,,,,NB,Eget forlag,,
,K,x,Ständchen,"Liebich, Inga Lærum",1864 - 1936,Joseph von Eichendorff,1788 - 1857,1889,,,,,,,
3,K,x,Taterdans,"Liebich, Inga Lærum",1864 - 1936,,,1892,,,,,,,
5,K,,To legender,"Liebich, Inga Lærum",1864 - 1936,,,1889,,,,,,,
2,K,,Valce Caprice,"Liebich, Inga Lærum",1864 - 1936,,,,Op. 51,,,,,,
3,K,x,Vuggesang,"Liebich, Inga Lærum",1864 - 1936,Sigrid Undset,1882 - 1949,1926,Op. 49,,Ikke egne noter.,,,,
5,,x,Baby's Fairyland,"Liebich, Rudolph",1867 - 1933,,,1898,Ladies Home journal,,,,Carl Warmuth,1804,
5,,x,Herzensblume,"Liebich, Rudolph",1867 - 1933,,,1892,,,Woman's world June 1913,,,,
5,,x,A Farewell - Intermezzo,"Liebich, Rudolph",1867 - 1933,,,1900,From Norwegian suite,,,,Oliver Ditson,,
4,,x,Love's springtime,"Liebich, Rudolph",1867 - 1933,,,1913,Woman's world June 1913,,,,,,
5,,x,Sonnet without words,"Liebich, Rudolph",1867 - 1933,,,1900,,,,,Oliver Ditson Company,,
,,,Tordenskiolds vise,"Lindberg, Per",?,Magnus Brostrup Landstad,1876 - 1956,1911,,,,,Norsk Musikforlag,2958,
4,,x,Komet-polka,"Lindberg, Per (Jakob)",1869 - 1907,,,1897,,,,,Carl Warmuth,1897,
3,,,För evigt,"Lindblad, Adolf Fredrik",1801 - 1878,Adolf Fredrik Lindblad,1801 - 1878,,,,,,Oluf By,1440,
,K,x,Anettevals,"Lindboe, Fredrikke",1855 - 1930,,,1894,,,,,Carl Warmuth,2015,
1,K,x,Smaabörnenes Melodier I,"Lindboe, Fredrikke",1855 - 1930,,,1888,Hefte I,,,,,,
3,K,x,Smaabörnenes Melodier III,"Lindboe, Fredrikke",1855 - 1930,,,1894,Hefte III,,,,Carl Warmuth,1993,
,K,x,Smaabörnenes Melodier IV,"Lindboe, Fredrikke",1855 - 1930,,,1898,Hefte IV,,,,Carl Warmuth,2333,
,K,x,Aftenstemning,"Lindeman, Anna Severine",1859 - 1938,,,1916,Op 5. No 3,,,,Oluf By,1391,
2,k,X,Anna Lindeman - Album,"Lindeman, Anna Severine",1859 - 1938,,,1912 - 1915,A collection of 5 scores,,,,,,
5,K,x,En sangfugl,"Lindeman, Anna Severine",1859 - 1938,Johan Sebastian Welhaven,1807 - 1873,1881,Published 1883,,,,Peter Håkonsen,,
5,,,Godt humør,"Lindeman, Anna Severine",1859 - 1938,,,1915,,,,,,,
4,K,,Haugtussa,"Lindeman, Anna Severine",1859 - 1938,,,1914,Op 3,,,,,,
5,K,x,Hil vort Land! Hil Kong Haakon!,"Lindeman, Anna Severine",1859 - 1938,"Holtvedt, Kristian Hansen",1871 - 1945,1906,,,,,Haakon Zapffe,779,
3,K,x,Hilsen til Grænsevagten 1905,"Lindeman, Anna Severine",1859 - 1938,C. D.,,1905,,,,,Norsk Musikforlag,5855,
,K,,Lille Grete,"Lindeman, Anna Severine",1859 - 1938,,,,,,,,Norsk Musikforlag,5856,
,K,,Lille Hans,"Lindeman, Anna Severine",1859 - 1938,,,,,,,,Norsk Musikforlag,,
2,K,x,Opus 10,"Lindeman, Anna Severine",1859 - 1938,,,1925,Op 10. 1-4,,,,,,
3,K,x,Opus 8,"Lindeman, Anna Severine",1859 - 1938,,,1917,Op. 8. 1-3,,,,Musikcentralen,115 - 118,
4,K,x,Romanse,"Lindeman, Anna Severine",1859 - 1938,,,1928,Op 12. No 2,,,,,,
3,K,x,Tusenfryd,"Lindeman, Anna Severine",1859 - 1938,,,1916,Op 5. No 2,,,,,,
,K,x,Vaarlængsel,"Lindeman, Anna Severine",1859 - 1938,Thora Busæth,1874 - 1965,1912,,,,,Oluf By,1418,
3,K,x,Veslemor,"Lindeman, Anna Severine",1859 - 1938,,,1915,Op 4 nr. 3,,,,Oluf By,108,
4,,x,Julehilsen,"Lindeman, Kristian",1870 - 1934,Sigvald Skavlan,1839 - 1912,1901,First published 1904,,,,Norsk Musikforlag,4150,
2,,x,Kronings-Hymne,"Lindeman, Kristian",1870 - 1934,,,1906,,,,,Haakon Zapffe,818,
3,,x,Octav-Etude,"Lindeman, Ludvig Mathias",1812 - 1887,,,1885,Warmuth No 1000,,,,Carl Warmuth,1000,
4,,x,Bryllupsmarsch,"Lindeman, Peter",1858 - 1930,,,1889,Nansen's wedding,,,NB,Carl Warmuth,1449,
,,,Drömmelok,"Lindeman, Peter",1858 - 1930,"Bjørnson, Bjørnstjerne",1832- 1910,,Op 25. No 2,,,,Peter Håkonsen,179,
0,,x,Jeg tenkte jeg blev noget riktig stort,"Lindeman, Peter",1858 - 1930,"Bjørnson, Bjørnstjerne",1832- 1910,1882,,,,,,,
2,,,Ser du i dybet funkle,"Lindeman, Peter",1858 - 1930,"Scherer, Georg",1824 - 1909,,Norges Melodier III,,,,,,
,,,Magnus den Blinde,"Lindeman, Peter",1858 - 1930,"Bjørnson, Bjørnstjerne",1832- 1910,,,,,,,,
4,,x,Morgen og Aften Salmer,"Lindeman, Peter",1858 - 1930,"Kingo, Thomas",1634 - 1703,1894,Opus 14,,,,Carl Warmuth,1940,
4,K,x,Påskemorgen,"Lindeman, Signe",1895 - 1974,,,1927,Musik for hjemmet april 1927,,,,Norsk Musikforlag,2627,
,,,Menuet,"Lindhjem, Nils",1840 - 1893,,,1884,Nordisk Musiktidende No 10 - 1884,,,,Carl Warmuth,,
,,,Sommersky,"Lindhjem, Nils",1840 - 1893,,,,Nordisk Musiktidende No 5 - 1890,,,,,,
3,,x,Bourrée,"Lindtner, Nikolai (Carsten Berner)",1879 - 1903,,,,Published 1906,,,,,,
,,x,"Norge, mit Norge","Lindtner, Nikolai (Carsten Berner)",1879 - 1903,Theodor Caspari,1853 - 1948,1903,,,,,Carl Warmuth,2671,
,,x,Nytaarsmorgen,"Lindtner, Nikolai (Carsten Berner)",1879 - 1903,Theodor Caspari,1853 - 1948,1904,,,,,Oluf By,191,
,,x,Skivise I,"Lindtner, Nikolai (Carsten Berner)",1879 - 1903,Theodor Caspari,1853 - 1948,1905,,,,,Oluf By,192,
,,x,Skivise II,"Lindtner, Nikolai (Carsten Berner)",1879 - 1903,Theodor Caspari,1853 - 1948,1905,,,,IMSLP,Oluf By,1268,
,,x,En Fluga i April,"Littmarck, Carl Gottfried Reinhold",1842 - 1899,"Sehlstedt, Elias",1808 - 1874,1872,,,,,Elkan och Schildknecht,542,
5,,x,Abendruhe- Aftenro,"Loeschhorn, Albert",1819 - 1905,,,1871,Opus 100 - Aus der Kinderwelt,,,,Tivoli-album,,
,K,x,Myosotis Waltz,"Lowthian, Caroline",1860 - 1943,,,1882,Published in Norway 1885,,,,Brødrene Hals,342,
,,x,Venezia-Vals,"Lowthian, Caroline",1860 - 1943,,,1881,Published in Norway 1885,,,,Carl Warmuth,985,
5,K?,x,Morgen paa Sæteren,Lulla,,,,1909,,,,PDF,Haakon Zapffe,996,
