Kommentarer (0-5),Kvinne,Musescore,Melodi,Komponist,Levde når,Lyrikk,Unnamed: 7,Når komponert,Unnamed: 9,Unnamed: 10,Diverse kommentarer,Egne noter,Forlag,Platenr.,Unnamed: 15
4,,x,Valse Norvegiénne,"Van Den Dyck, Guillaume",1866 - 1938,,,1912,,,,Einar Økland,,,
,,x,Cascatelle Waltz,"Vanderbeck, F. E.",?,,,1883,Advert,,,,,,
3,,x,Edelweiss,"Vanderbeck, F. E.",?,,,1878?,,,,,Oluf By,1450,
3,KU,x,Echo Dell - polka,"Vanderbeck, Frankie E. Miss.",1852 - 1910,,,1878?,,,,,,,
,,,Norske National Melodier,Various,,,,1870s,Arr. Friedrich August Reissiger,,,,Haakon Zapffe,22a,
,,x,Den kongelige norske krigsskoles marsch,"Vellesen, Velle",1871 - 1959,,,1900,,,,,Eget forlag,,
3,,x,Ballets dronning,"Verner, Hans Christian",1860 - 1950+,,,1895,,,,Internett,Haakon Zapffe,101,
3,,x,In Dreamland,"Verner, Hans Christian",1860 - 1950+,,,1885,,,,,S. Brainord's sons,,
,,x,The Viking March,"Verner, Hans Christian",1860 - 1950+,,,1893,,,,Internett,S. Brainord's sons,,
,K,,O vaar!,"Vestby, Marta",1880 - 1958,Per Sivle,1857 - 1904,,,,,,,,
4,K,x,Viol,"Vestby, Marta",1880 - 1958,"Holstein, Ludvig",1864 - 1943,1907,,,,,Oluf By,313,
2,,x,O hellige natt!,"von der Fehr, Johan (Martin)",1888 - 1969,"von der Fehr, Johan (Martin)",1888 - 1969,1934,A-magasinet,,,,,,
5,K,x,Rose Souvenir,"von Oertzen, Natalie",1843 - 1902,"von Oertzen, Georg",1829 - 1910,1889,,,,NB,Carl Warmuth,1465,
3,,x,Glade Jul,"Voss, Torolf",1877 - 1943,,,1943,,,,,Norsk Musikforlag,7410,
,,,Signe,"Voss, Torolf",1877 - 1943,Herman Wildenwey,1885 - 1959,,,,,,,,
4,K,x,Hamar-sangen,"Waaler, Fredrikke (Rynning)",1865 - 1952,Fredrikke Rynning (Waaler),1865 - 1952,1934,Det Norske Misjonsselskap,,,,,,
5,K,x,Spindersken,"Waaler, Fredrikke (Rynning)",1865 - 1952,Bjørnstjerne Bjørnson,1832- 1910,1888,,,,,Oluf By,1404,
5,,x,Nat og andre sange,"Waller, Vidar",1884 - 1953,Various,,1904,Op. 1,,,,Norsk Musikforlag,2683,
4,,x,Doris-polka,"Warmuth, Carl Gottfrid",1811 - 1892,,,1852,,,,,Carl Warmuth,2,
5,,x,Aftenhvile,"Warmuth jnr., Carl",1844 - 1895,Sylvius (Hans Jørgen Synnestvedt),1843 - 1863,1869,Op. 1 No 1,,,,,,
,,,Dass Gott dich behüt!,"Warmuth jnr., Carl",1844 - 1895,,,,Nordisk Musiktidende,,,,,,
2,,x,En liden polka caprice,"Warmuth jnr., Carl",1844 - 1895,,,1887,Nordisk Musiktidende No 4,,,,Carl Warmuth,,
5,,x,En liden vise uden ord,"Warmuth jnr., Carl",1844 - 1895,,,1887,Nordisk Musiktidende No 10.,,,,,,
5,,,En vinterdag,"Warmuth jnr., Carl",1844 - 1895,Johan Sebastian Welhaven,1807 - 1873,1869,Op. 1 Nr. 3,,,,,,
4,,,Hvad fattes mig?,"Warmuth jnr., Carl",1844 - 1895,Hans Peter Holst,1811 - 1893,1869,Op. 1 Nr. 4,,,,,,
4,,x,Sørge-Marsch (Johanne Reimers),"Warmuth jnr., Carl",1844 - 1895,,,1882,Op. 3,,,,Carl Warmuth,793,
4,,x,Ved nattetid,"Warmuth jnr., Carl",1844 - 1895,Henrik Hertz,1797/98 - 1870,1869,Op. 1 Nr. 2,,,,Carl Warmuth,936,
,,,"Wüsstes Du, wie's Herz mir bebet","Warmuth jnr., Carl",1844 - 1895,,,1884,Op. 5,,,,Carl Warmuth,1849,
,,x,Aftenstemning,"Wendelborg, Kristian",1863 - 1938,Ludvik Sörevik,,1892,,,,,,,
5,,x,Syttendemaisang,"Wendelborg, Kristian",1863 - 1938,Jonas Lie,1833 - 1908,1892,,,,,,,
2,,x,Ulabrand,"Wendelborg, Kristian",1863 - 1938,Peter Rosenkrantz Johnsen,1857 - 1929,1896,,,,,Haakon Zapffe,218,
,,x,Vær hilset Norges frie Flag!,"Wendelborg, Kristian",1863 - 1938,Magnus Brostrup Landstad,1876 - 1956,1905,,,,,,,
4,,x,Man borde inte sofva,"Wennerberg, Gustaf",1856 - 1928,Jeremias I Tröstlösa,1868 - 1967,1925,Article about the song,,,,,,
,,,Hedeblomsten,"Wenzel, Hermann (Otto Frölich)",1863 - 1944,,,,Opus 1 (Allerede på MuseScore),,,,,,
3,,x,Rödlufvan,"Wenzel, Hermann (Otto Frölich)",1863 - 1944,,,ca 1891,Opus 38,,,,Carl Gehrmans Musikförlag,(F.P.) 443,
,K,x,Smaafuglene paa Juleneget / Melodi / Ny Julesang,"Wergeland (Widø) , Camilla ",1842 - 1900,Henrik Wergeland,1808 - 1845,1870 - 1880,Op 1 & 7,,,,,,
,,x,Brudemarsch,"Wergeland, Nicolai",1780 - 1848,,,Written down 1844,Published 1911,,,,,,
,K,,Valse Mimosa,"Werring, Lilly",,,,,,,,,,,
,K,x,Ved Fjorden,"Wessel, Helga",1859 - 1949,,,1886,,,,,Carl Warmuth,1118,
5,K,x,Jesus med de åpne armer,"Westby, Olga",,"Levinsen, A.",,,,,,,Haakon Zapffe,1300,
,,,Danse grotesque,"Westergaard, Richard",1884 - 1944,,,1910,Op. 3,,,,Haakon Zapffe,963,
,,x,Julesalme,"Westergaard, Richard",1884 - 1944,"Westergaard, Richard",1884 - 1944,1911,Op. 7,,,,Haakon Zapffe,1041,
3,,,Længsler,"Westergaard, Richard",1884 - 1944,Gabriel Scott,1874 - 1958,1918,,,,,Norsk Musikforlag,2106,
,,x,Scherzo,"Westergaard, Richard",1884 - 1944,,,1910,Op. 4 Nr. 3,,,,Haakon Zapffe,1003,
3,K,x,Backfischen vor!,"Wexels-Korsbrekke, Hedvig",1878 - 1951,"Jørgensen, Borghild",1883 - 1947,1914,,,,,Norsk Musikforlag,4494,
,,x,Jule-Rheinländer,"Wiberg, Halfdan",1863 - 1951,,,1886,,,,,Carl Warmuth,1206,
3,,x,Champagner Galopp,"Wiegand, George",1834 - 1901,,,1891,,,,,F. W. Haake,16,
5,K,x,5 smaastykker for piano,"Wiel, Elise",1866 - 1926,,,1896,Op. 2,,,,Carl Warmuth,2106,
2,K,x,Fem smaastykker,"Wiel, Elise",1866 - 1926,,,1895,Op. 3,,,,Carl Warmuth,2107,
4,K,x,En morsom Dag,"Wiel, Elise",1866 - 1926,,,1906,,,,,,,
5,,x,Die Wacht am Rhein,"Wilhelm, Carl",1819 - 1849,Max Schneckenburger,1815 - 1873,1854,,,,,Norsk Musikforlag,2949,
5,,x,Du skjönne Mai!,"Wilkens, Sverre",1878 - 1914,,,1896,,,,,Carl Warmuth,2152,
3,,x,Otto Sverdrups-Marsch,"Wilkens, Sverre",1878 - 1914,,,1902,,,,NB,Haakon Zapffe,490,
,,x,Paa Ströget,"Wilkens, Sverre",1878 - 1914,,,1910,,,,,,,
3,,x,Prinsesse Margaret-Gavotte,"Wilkens, Sverre",1878 - 1914,,,1905,,,,,Carl Warmuth,2700,
3,,x,Snild polka,"Wilkens, Sverre",1878 - 1914,,,1900,Dedicated to Hauk Aabel,,,,,,
,,,Solsikker,"Wilkens, Sverre",1878 - 1914,,,1904,,,,,Warmuth,2654,
4,,x,Sunnivas dröm,"Wilkens, Sverre",1878 - 1914,,,1901,,,,,Oluf By,1494,
4,,x,Romance,"Windingstad, Thorleif",1842 - 1923,,,1917,,,,,Carl Warmuth,1992,
5,,x,A little longer,"Winge, Carl Bernhard",1893 - 1956,"Winge, Carl Bernhard",1893 - 1956,1923,,,,Internet,Harold Weeks Seattle,,
4,,x,Sleepy Bye,"Winge, Carl Bernhard",1893 - 1956,"Winge, Carl Bernhard",1893 - 1956,1925,,,,E-bay(!),Harold Weeks & Winge,,
2,,x,Novelette,"Winge, Per",1858 - 1935,,,1885,Warmuth No 1000,,,,Carl Warmuth,1000,
4,,x,Pigetanker,"Winge, Per",1858 - 1935,"Randers, Kristoffer",1851 - 1917,1894,,,,,,,
,,,Sommernat,"Winge, Per",1858 - 1935,"Jynge, Andreas",1879 - 1955,1901,,,,,,,
,,,Sommernatt Vals,"Winsnes, Svein",,,,1913,,,,,,,
5,,x,Festmarsch,"Winter-Hjelm, Otto",1837 - 1931,,,1881,,,,,Carl Warmuth,754,
3,,x,Til Hans Gude,"Winter-Hjelm, Otto",1837 - 1931,,,1885,Warmuth No 1000,,,,Carl Warmuth,1000,
,,,Dukke Lise,"Worsing ,Elith",1892 - 1923,"Brandstrup, Ludvig",1892 - 1949,1920,,,,,Wilhelm Hansen,,
,,,Roserne drømmer,"Ytteborg, J",,"Ytteborg, J ?",,1916,,,,,,,
,,,Chrysanthemum-Rheinländer,"Zahl, Hjalmar",1868 - 1919,,,1896,,,,,,,
,,,Ebba-Rheinlænder,"Zahl, Hjalmar",1868 - 1919,,,1888,,,,,,,
4,,x,Prinsesse Ingeborg Rheinlender,"Zahl, Hjalmar",1868 - 1919,,,1897,,,,,,,
5,,x,Norsk Flagsang og Sang,"Zogbaum, Heinrich Wilhelm",1814 - 1890,?,,1847,,,,NB,Winter,,
,,,Melodi-beguine,"Øian, Johan",,,,,,,,,,,
4,K,x,Bryllups-Marsch,"Ølstad, Anna",1867 - 1931,,,1896,Opus 7,,,,,,
3,K,x,Olga-Mazurka,"Ølstad, Anna",1867 - 1931,,,1890,Opus 5,,,,Carl Warmuth,1707,
3,K,x,Romance,"Ølstad, Anna",1867 - 1931,,,1894,,,,,Carl Warmuth,2010,
,K,,Maaneskins-marsch,"Åstrand, Marie",1822 - 1891,,,1878,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,Holmenkolrendet 1905,,,,,,,,,,,,
,,,Norsk folketone I,,,,,,,,,,,,
,,,Stev,,,,,,,,,,,,
,,,Stev (instrumental),,,,,,,,,,,,
,,,Strilevise,,,,,,,,,,,,
,,,The blue bells of Scotland,,,,,,,,,,,,
